deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method,noise_level
337,0.7766173449719859,0.7847659845641861,0.654911838790932,0.3887240356083086,0.02373887240356083,phoneme,hgb,29,crcc_p_l10,medium
337,0.7876394763662479,0.7933645297460827,0.6801007556675063,0.314540059347181,0.002967359050445104,phoneme,hgb,29,crcc_m,medium
0,0.7321842540225697,0.7578764793079147,0.5062972292191436,0.0,0.0,phoneme,hgb,47,no_cleaning,medium
337,0.7298765901493909,0.7550636939534552,0.5037783375314862,0.10682492581602374,0.13056379821958458,phoneme,hgb,47,random_deletion,medium
337,0.7149665467948819,0.7415226342911717,0.4634760705289673,0.7062314540059347,0.258160237388724,phoneme,hgb,47,global_top_loss,medium
337,0.7957202604438953,0.8005181347150259,0.6952141057934509,0.33827893175074186,0.02373887240356083,phoneme,hgb,47,class_proportional,medium
337,0.7780484134150785,0.8031155965103327,0.5969773299748111,1.0,0.0,phoneme,hgb,47,oracle_deletion,medium
337,0.7957202604438953,0.8005181347150259,0.6952141057934509,0.33827893175074186,0.02373887240356083,phoneme,hgb,47,crcc_p_l0,medium
337,0.7957202604438953,0.8005181347150259,0.6952141057934509,0.33827893175074186,0.02373887240356083,phoneme,hgb,47,crcc_p_l025,medium
337,0.7957202604438953,0.8005181347150259,0.6952141057934509,0.33827893175074186,0.02373887240356083,phoneme,hgb,47,crcc_p_l05,medium
337,0.7957202604438953,0.8005181347150259,0.6952141057934509,0.33827893175074186,0.02373887240356083,phoneme,hgb,47,crcc_p_l10,medium
337,0.8055845993800463,0.8094161694161695,0.7128463476070529,0.27299703264094954,0.002967359050445104,phoneme,hgb,47,crcc_m,medium
0,0.7281867676335619,0.756852524921991,0.4836272040302267,0.0,0.0,phoneme,hgb,61,no_cleaning,medium
337,0.7216862316429827,0.747860677179734,0.4811083123425693,0.10979228486646884,0.13353115727002968,phoneme,hgb,61,random_deletion,medium
337,0.7054150890589272,0.73133353114603,0.4433249370277078,0.6765578635014837,0.29080118694362017,phoneme,hgb,61,global_top_loss,medium
337,0.8068361241808322,0.8143302319881984,0.7027707808564232,0.3620178041543027,0.01483679525222552,phoneme,hgb,61,class_proportional,medium
337,0.762403033231416,0.7912554220227395,0.5541561712846348,1.0,0.0,phoneme,hgb,61,oracle_deletion,medium
337,0.8068361241808322,0.8143302319881984,0.7027707808564232,0.3620178041543027,0.01483679525222552,phoneme,hgb,61,crcc_p_l0,medium
337,0.8068361241808322,0.8143302319881984,0.7027707808564232,0.3620178041543027,0.01483679525222552,phoneme,hgb,61,crcc_p_l025,medium
337,0.8068361241808322,0.8143302319881984,0.7027707808564232,0.3620178041543027,0.01483679525222552,phoneme,hgb,61,crcc_p_l05,medium
337,0.8068361241808322,0.8143302319881984,0.7027707808564232,0.3620178041543027,0.01483679525222552,phoneme,hgb,61,crcc_p_l10,medium
337,0.7994906769323384,0.8074652268803544,0.690176322418136,0.2789317507418398,0.005934718100890208,phoneme,hgb,61,crcc_m,medium
0,0.7497527632344386,0.7790053812756069,0.5277777777777778,0.0,0.0,phoneme,hgb,83,no_cleaning,medium
337,0.741345391083611,0.7694576297385753,0.5151515151515151,0.13353115727002968,0.10385756676557864,phoneme,hgb,83,random_deletion,medium
337,0.747320059231054,0.7778264182758565,0.5176767676767676,0.6973293768545994,0.26409495548961426,phoneme,hgb,83,global_top_loss,medium
337,0.8170090961975779,0.8255205359521907,0.7146464646464646,0.3323442136498516,0.03560830860534125,phoneme,hgb,83,class_proportional,medium
337,0.7815035168438309,0.8132592411874584,0.5808080808080808,1.0,0.0,phoneme,hgb,83,oracle_deletion,medium
337,0.8170090961975779,0.8255205359521907,0.7146464646464646,0.3323442136498516,0.03560830860534125,phoneme,hgb,83,crcc_p_l0,medium
337,0.8170090961975779,0.8255205359521907,0.7146464646464646,0.3323442136498516,0.03560830860534125,phoneme,hgb,83,crcc_p_l025,medium
337,0.8170090961975779,0.8255205359521907,0.7146464646464646,0.3323442136498516,0.03560830860534125,phoneme,hgb,83,crcc_p_l05,medium
337,0.8170090961975779,0.8255205359521907,0.7146464646464646,0.3323442136498516,0.03560830860534125,phoneme,hgb,83,crcc_p_l10,medium
337,0.8208273837854989,0.8246365524402908,0.7348484848484849,0.26706231454005935,0.008902077151335312,phoneme,hgb,83,crcc_m,medium
0,0.496,0.3924050632911392,0.0,0.0,0.0,pima,lr,13,no_cleaning,high
44,0.4954626865671642,0.40386086486972955,0.014925373134328358,0.29545454545454547,0.022727272727272728,pima,lr,13,random_deletion,high
44,0.5253134328358209,0.46148867313915853,0.07462686567164178,0.7954545454545454,0.20454545454545456,pima,lr,13,global_top_loss,high
44,0.6585671641791044,0.6665603402445508,0.373134328358209,0.3409090909090909,0.09090909090909091,pima,lr,13,class_proportional,high
44,0.5149253731343284,0.42581090407177363,0.029850746268656716,1.0,0.0,pima,lr,13,oracle_deletion,high
44,0.6585671641791044,0.6665603402445508,0.373134328358209,0.3409090909090909,0.09090909090909091,pima,lr,13,crcc_p_l0,high
44,0.6585671641791044,0.6665603402445508,0.373134328358209,0.3409090909090909,0.09090909090909091,pima,lr,13,crcc_p_l025,high
44,0.6585671641791044,0.6665603402445508,0.373134328358209,0.3409090909090909,0.09090909090909091,pima,lr,13,crcc_p_l05,high
44,0.6585671641791044,0.6665603402445508,0.373134328358209,0.3409090909090909,0.09090909090909091,pima,lr,13,crcc_p_l10,high
44,0.6654925373134328,0.674947310230453,0.40298507462686567,0.29545454545454547,0.022727272727272728,pima,lr,13,crcc_m,high
0,0.5149253731343284,0.42581090407177363,0.029850746268656716,0.0,0.0,pima,lr,29,no_cleaning,high
44,0.5223880597014925,0.4409463148316652,0.04477611940298507,0.13636363636363635,0.09090909090909091,pima,lr,29,random_deletion,high
44,0.5631641791044776,0.5207919116713905,0.13432835820895522,0.8636363636363636,0.13636363636363635,pima,lr,29,global_top_loss,high
44,0.672955223880597,0.6835164835164835,0.417910447761194,0.4318181818181818,0.022727272727272728,pima,lr,29,class_proportional,high
44,0.5373134328358209,0.4700854700854701,0.07462686567164178,1.0,0.0,pima,lr,29,oracle_deletion,high
44,0.672955223880597,0.6835164835164835,0.417910447761194,0.4318181818181818,0.022727272727272728,pima,lr,29,crcc_p_l0,high
44,0.672955223880597,0.6835164835164835,0.417910447761194,0.4318181818181818,0.022727272727272728,pima,lr,29,crcc_p_l025,high
44,0.672955223880597,0.6835164835164835,0.417910447761194,0.4318181818181818,0.022727272727272728,pima,lr,29,crcc_p_l05,high
44,0.672955223880597,0.6835164835164835,0.417910447761194,0.4318181818181818,0.022727272727272728,pima,lr,29,crcc_p_l10,high
44,0.6574925373134328,0.6657450076804916,0.40298507462686567,0.3409090909090909,0.0,pima,lr,29,crcc_m,high
0,0.5,0.3943217665615142,0.0,0.0,0.0,pima,lr,47,no_cleaning,high
44,0.5,0.3943217665615142,0.0,0.22727272727272727,0.11363636363636363,pima,lr,47,random_deletion,high
44,0.5626268656716418,0.5263157894736843,0.14925373134328357,0.8409090909090909,0.1590909090909091,pima,lr,47,global_top_loss,high
44,0.7142686567164179,0.7294685990338164,0.4925373134328358,0.45454545454545453,0.0,pima,lr,47,class_proportional,high
44,0.5218507462686567,0.4502929128309034,0.05970149253731343,1.0,0.0,pima,lr,47,oracle_deletion,high
44,0.7142686567164179,0.7294685990338164,0.4925373134328358,0.45454545454545453,0.0,pima,lr,47,crcc_p_l0,high
44,0.7142686567164179,0.7294685990338164,0.4925373134328358,0.45454545454545453,0.0,pima,lr,47,crcc_p_l025,high
44,0.7142686567164179,0.7294685990338164,0.4925373134328358,0.45454545454545453,0.0,pima,lr,47,crcc_p_l05,high
44,0.7142686567164179,0.7294685990338164,0.4925373134328358,0.45454545454545453,0.0,pima,lr,47,crcc_p_l10,high
44,0.7182686567164178,0.7344039947366645,0.4925373134328358,0.3181818181818182,0.0,pima,lr,47,crcc_m,high
0,0.5223880597014925,0.4409463148316652,0.04477611940298507,0.0,0.0,pima,lr,61,no_cleaning,high
44,0.5149253731343284,0.42581090407177363,0.029850746268656716,0.2727272727272727,0.09090909090909091,pima,lr,61,random_deletion,high
44,0.5373134328358209,0.4700854700854701,0.07462686567164178,0.75,0.25,pima,lr,61,global_top_loss,high
44,0.6121791044776119,0.6128493950771798,0.3283582089552239,0.38636363636363635,0.022727272727272728,pima,lr,61,class_proportional,high
44,0.5074626865671642,0.41027550260610574,0.014925373134328358,1.0,0.0,pima,lr,61,oracle_deletion,high
44,0.6121791044776119,0.6128493950771798,0.3283582089552239,0.38636363636363635,0.022727272727272728,pima,lr,61,crcc_p_l0,high
44,0.6121791044776119,0.6128493950771798,0.3283582089552239,0.38636363636363635,0.022727272727272728,pima,lr,61,crcc_p_l025,high
44,0.6121791044776119,0.6128493950771798,0.3283582089552239,0.38636363636363635,0.022727272727272728,pima,lr,61,crcc_p_l05,high
44,0.6121791044776119,0.6128493950771798,0.3283582089552239,0.38636363636363635,0.022727272727272728,pima,lr,61,crcc_p_l10,high
44,0.6374925373134328,0.6432647644326477,0.40298507462686567,0.25,0.022727272727272728,pima,lr,61,crcc_m,high
0,0.5557014925373134,0.5078605604921395,0.11940298507462686,0.0,0.0,pima,lr,83,no_cleaning,high
44,0.5631641791044776,0.5207919116713905,0.13432835820895522,0.20454545454545456,0.11363636363636363,pima,lr,83,random_deletion,high
44,0.6487164179104478,0.6517006802721088,0.31343283582089554,0.9090909090909091,0.09090909090909091,pima,lr,83,global_top_loss,high
44,0.715044776119403,0.7212664092664093,0.582089552238806,0.45454545454545453,0.022727272727272728,pima,lr,83,class_proportional,high
44,0.5706268656716418,0.5334338863750628,0.14925373134328357,1.0,0.0,pima,lr,83,oracle_deletion,high
44,0.715044776119403,0.7212664092664093,0.582089552238806,0.45454545454545453,0.022727272727272728,pima,lr,83,crcc_p_l0,high
44,0.715044776119403,0.7212664092664093,0.582089552238806,0.45454545454545453,0.022727272727272728,pima,lr,83,crcc_p_l025,high
44,0.715044776119403,0.7212664092664093,0.582089552238806,0.45454545454545453,0.022727272727272728,pima,lr,83,crcc_p_l05,high
44,0.715044776119403,0.7212664092664093,0.582089552238806,0.45454545454545453,0.022727272727272728,pima,lr,83,crcc_p_l10,high
44,0.7105074626865671,0.713999088007296,0.5970149253731343,0.3409090909090909,0.0,pima,lr,83,crcc_m,high
0,0.5037014925373134,0.4661588268901162,0.11940298507462686,0.0,0.0,pima,hgb,13,no_cleaning,high
44,0.5037014925373134,0.4661588268901162,0.11940298507462686,0.29545454545454547,0.022727272727272728,pima,hgb,13,random_deletion,high
44,0.5397014925373134,0.49473684210526314,0.11940298507462686,0.75,0.22727272727272727,pima,hgb,13,global_top_loss,high
44,0.5663283582089552,0.5594493116395495,0.26865671641791045,0.2727272727272727,0.045454545454545456,pima,hgb,13,class_proportional,high
44,0.5551641791044776,0.5139240506329115,0.13432835820895522,1.0,0.0,pima,hgb,13,oracle_deletion,high
44,0.5663283582089552,0.5594493116395495,0.26865671641791045,0.2727272727272727,0.045454545454545456,pima,hgb,13,crcc_p_l0,high
44,0.5663283582089552,0.5594493116395495,0.26865671641791045,0.2727272727272727,0.045454545454545456,pima,hgb,13,crcc_p_l025,high
44,0.5663283582089552,0.5594493116395495,0.26865671641791045,0.2727272727272727,0.045454545454545456,pima,hgb,13,crcc_p_l05,high
44,0.5663283582089552,0.5594493116395495,0.26865671641791045,0.2727272727272727,0.045454545454545456,pima,hgb,13,crcc_p_l10,high
44,0.538865671641791,0.5308809556128682,0.2537313432835821,0.20454545454545456,0.0,pima,hgb,13,crcc_m,high
0,0.5514029850746268,0.540281690140845,0.23880597014925373,0.0,0.0,pima,hgb,29,no_cleaning,high
44,0.5634029850746268,0.5517080354897805,0.23880597014925373,0.13636363636363635,0.09090909090909091,pima,hgb,29,random_deletion,high
44,0.5277014925373135,0.48508986110555175,0.11940298507462686,0.6363636363636364,0.3409090909090909,pima,hgb,29,global_top_loss,high
44,0.5932537313432835,0.5902459503900921,0.29850746268656714,0.29545454545454547,0.045454545454545456,pima,hgb,29,class_proportional,high
44,0.5530149253731343,0.5319356411506582,0.19402985074626866,1.0,0.0,pima,hgb,29,oracle_deletion,high
44,0.5932537313432835,0.5902459503900921,0.29850746268656714,0.29545454545454547,0.045454545454545456,pima,hgb,29,crcc_p_l0,high
44,0.5932537313432835,0.5902459503900921,0.29850746268656714,0.29545454545454547,0.045454545454545456,pima,hgb,29,crcc_p_l025,high
44,0.5932537313432835,0.5902459503900921,0.29850746268656714,0.29545454545454547,0.045454545454545456,pima,hgb,29,crcc_p_l05,high
44,0.5932537313432835,0.5902459503900921,0.29850746268656714,0.29545454545454547,0.045454545454545456,pima,hgb,29,crcc_p_l10,high
44,0.5887164179104478,0.5870967741935484,0.31343283582089554,0.20454545454545456,0.022727272727272728,pima,hgb,29,crcc_m,high
0,0.5306268656716417,0.4987714987714988,0.14925373134328357,0.0,0.0,pima,hgb,47,no_cleaning,high
44,0.5186268656716417,0.48872970033379587,0.14925373134328357,0.22727272727272727,0.11363636363636363,pima,hgb,47,random_deletion,high
44,0.5127761194029851,0.4602126879354602,0.08955223880597014,0.6136363636363636,0.3409090909090909,pima,hgb,47,global_top_loss,high
44,0.6111044776119403,0.6135265700483092,0.3582089552238806,0.25,0.09090909090909091,pima,hgb,47,class_proportional,high
44,0.5690149253731343,0.5467316846627192,0.19402985074626866,1.0,0.0,pima,hgb,47,oracle_deletion,high
44,0.6111044776119403,0.6135265700483092,0.3582089552238806,0.25,0.09090909090909091,pima,hgb,47,crcc_p_l0,high
44,0.6111044776119403,0.6135265700483092,0.3582089552238806,0.25,0.09090909090909091,pima,hgb,47,crcc_p_l025,high
44,0.6111044776119403,0.6135265700483092,0.3582089552238806,0.25,0.09090909090909091,pima,hgb,47,crcc_p_l05,high
44,0.6111044776119403,0.6135265700483092,0.3582089552238806,0.25,0.09090909090909091,pima,hgb,47,crcc_p_l10,high
44,0.628955223880597,0.6338128333602715,0.417910447761194,0.20454545454545456,0.045454545454545456,pima,hgb,47,crcc_m,high
0,0.5020895522388059,0.4793777650920508,0.16417910447761194,0.0,0.0,pima,hgb,61,no_cleaning,high
44,0.5117014925373135,0.4724254034598862,0.11940298507462686,0.2727272727272727,0.09090909090909091,pima,hgb,61,random_deletion,high
44,0.48638805970149257,0.4183025523967628,0.04477611940298507,0.6818181818181818,0.29545454545454547,pima,hgb,61,global_top_loss,high
44,0.5503283582089552,0.5439120401791774,0.26865671641791045,0.1590909090909091,0.09090909090909091,pima,hgb,61,class_proportional,high
44,0.5357014925373134,0.49150470602615814,0.11940298507462686,1.0,0.0,pima,hgb,61,oracle_deletion,high
44,0.5503283582089552,0.5439120401791774,0.26865671641791045,0.1590909090909091,0.09090909090909091,pima,hgb,61,crcc_p_l0,high
44,0.5503283582089552,0.5439120401791774,0.26865671641791045,0.1590909090909091,0.09090909090909091,pima,hgb,61,crcc_p_l025,high
44,0.5503283582089552,0.5439120401791774,0.26865671641791045,0.1590909090909091,0.09090909090909091,pima,hgb,61,crcc_p_l05,high
44,0.5503283582089552,0.5439120401791774,0.26865671641791045,0.1590909090909091,0.09090909090909091,pima,hgb,61,crcc_p_l10,high
44,0.556179104477612,0.5553268142048379,0.3283582089552239,0.13636363636363635,0.0,pima,hgb,61,crcc_m,high
0,0.6414925373134328,0.6477064220183486,0.40298507462686567,0.0,0.0,pima,hgb,83,no_cleaning,high
44,0.6185671641791045,0.6220850708924104,0.373134328358209,0.20454545454545456,0.11363636363636363,pima,hgb,83,random_deletion,high
44,0.6132537313432835,0.6111111111111112,0.29850746268656714,0.8409090909090909,0.13636363636363635,pima,hgb,83,global_top_loss,high
44,0.6817313432835821,0.6894878706199461,0.5074626865671642,0.38636363636363635,0.022727272727272728,pima,hgb,83,class_proportional,high
44,0.6281791044776119,0.6300842015127729,0.3283582089552239,1.0,0.0,pima,hgb,83,oracle_deletion,high
44,0.6817313432835821,0.6894878706199461,0.5074626865671642,0.38636363636363635,0.022727272727272728,pima,hgb,83,crcc_p_l0,high
44,0.6817313432835821,0.6894878706199461,0.5074626865671642,0.38636363636363635,0.022727272727272728,pima,hgb,83,crcc_p_l025,high
44,0.6817313432835821,0.6894878706199461,0.5074626865671642,0.38636363636363635,0.022727272727272728,pima,hgb,83,crcc_p_l05,high
44,0.6817313432835821,0.6894878706199461,0.5074626865671642,0.38636363636363635,0.022727272727272728,pima,hgb,83,crcc_p_l10,high
44,0.7065074626865671,0.709267110841914,0.5970149253731343,0.2727272727272727,0.0,pima,hgb,83,crcc_m,high
0,0.5466666666666666,0.5040261407398763,0.09333333333333334,0.0,0.0,credit-g,lr,13,no_cleaning,high
62,0.5304761904761905,0.4770028580688883,0.06666666666666667,0.25806451612903225,0.06451612903225806,credit-g,lr,13,random_deletion,high
62,0.5980952380952381,0.5993589743589743,0.25333333333333335,0.8064516129032258,0.1935483870967742,credit-g,lr,13,global_top_loss,high
62,0.6733333333333333,0.6892649207352973,0.4266666666666667,0.3709677419354839,0.03225806451612903,credit-g,lr,13,class_proportional,high
62,0.5638095238095239,0.5365689248399056,0.13333333333333333,1.0,0.0,credit-g,lr,13,oracle_deletion,high
62,0.6733333333333333,0.6892649207352973,0.4266666666666667,0.3709677419354839,0.03225806451612903,credit-g,lr,13,crcc_p_l0,high
62,0.6733333333333333,0.6892649207352973,0.4266666666666667,0.3709677419354839,0.03225806451612903,credit-g,lr,13,crcc_p_l025,high
62,0.6733333333333333,0.6892649207352973,0.4266666666666667,0.3709677419354839,0.03225806451612903,credit-g,lr,13,crcc_p_l05,high
62,0.6733333333333333,0.6892649207352973,0.4266666666666667,0.3709677419354839,0.03225806451612903,credit-g,lr,13,crcc_p_l10,high
62,0.6914285714285714,0.705981182795699,0.48,0.25806451612903225,0.016129032258064516,credit-g,lr,13,crcc_m,high
0,0.5304761904761905,0.4770028580688883,0.06666666666666667,0.0,0.0,credit-g,lr,29,no_cleaning,high
62,0.5571428571428572,0.5251594613749114,0.12,0.1935483870967742,0.08064516129032258,credit-g,lr,29,random_deletion,high
62,0.5485714285714286,0.5304091785968118,0.16,0.7741935483870968,0.22580645161290322,credit-g,lr,29,global_top_loss,high
62,0.5742857142857143,0.5768820911427317,0.32,0.3387096774193548,0.03225806451612903,credit-g,lr,29,class_proportional,high
62,0.5542857142857143,0.5225255589259634,0.12,1.0,0.0,credit-g,lr,29,oracle_deletion,high
62,0.5742857142857143,0.5768820911427317,0.32,0.3387096774193548,0.03225806451612903,credit-g,lr,29,crcc_p_l0,high
62,0.5742857142857143,0.5768820911427317,0.32,0.3387096774193548,0.03225806451612903,credit-g,lr,29,crcc_p_l025,high
62,0.5742857142857143,0.5768820911427317,0.32,0.3387096774193548,0.03225806451612903,credit-g,lr,29,crcc_p_l05,high
62,0.5742857142857143,0.5768820911427317,0.32,0.3387096774193548,0.03225806451612903,credit-g,lr,29,crcc_p_l10,high
62,0.5876190476190477,0.5914272119820434,0.3466666666666667,0.24193548387096775,0.016129032258064516,credit-g,lr,29,crcc_m,high
