deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method
150,0.6247619047619047,0.6296741132196333,0.4266666666666667,0.28,0.17333333333333334,credit-g,hgb,83,class_proportional
114,0.6352380952380953,0.6456529797858654,0.37333333333333335,1.0,0.0,credit-g,hgb,83,oracle_deletion
150,0.6247619047619047,0.6296741132196333,0.4266666666666667,0.28,0.17333333333333334,credit-g,hgb,83,crcc_p_l0
150,0.6247619047619047,0.6296741132196333,0.4266666666666667,0.28,0.17333333333333334,credit-g,hgb,83,crcc_p_l025
150,0.6247619047619047,0.6296741132196333,0.4266666666666667,0.28,0.17333333333333334,credit-g,hgb,83,crcc_p_l05
150,0.6247619047619047,0.6296741132196333,0.4266666666666667,0.28,0.17333333333333334,credit-g,hgb,83,crcc_p_l10
150,0.6733333333333333,0.6726693106131045,0.5466666666666666,0.26666666666666666,0.07333333333333333,credit-g,hgb,83,crcc_m
0,0.49887005649717514,0.4835706462212486,0.0,0.0,0.0,sick,lr,13,no_cleaning
566,0.4994350282485876,0.4838533114395183,0.0,0.127208480565371,0.04946996466431095,sick,lr,13,random_deletion
566,,,,,,sick,lr,13,global_top_loss
566,0.8550360413013832,0.694561882032049,0.8275862068965517,0.22614840989399293,0.0017667844522968198,sick,lr,13,class_proportional
348,0.7132573543736607,0.7770728310108426,0.43103448275862066,1.0,0.0,sick,lr,13,oracle_deletion
566,0.8550360413013832,0.694561882032049,0.8275862068965517,0.22614840989399293,0.0017667844522968198,sick,lr,13,crcc_p_l0
566,0.8550360413013832,0.694561882032049,0.8275862068965517,0.22614840989399293,0.0017667844522968198,sick,lr,13,crcc_p_l025
566,0.8550360413013832,0.694561882032049,0.8275862068965517,0.22614840989399293,0.0017667844522968198,sick,lr,13,crcc_p_l05
566,0.8550360413013832,0.694561882032049,0.8275862068965517,0.22614840989399293,0.0017667844522968198,sick,lr,13,crcc_p_l10
566,0.8469803233976232,0.6919925277344825,0.8103448275862069,0.15547703180212014,0.0017667844522968198,sick,lr,13,crcc_m
0,0.5074907461523476,0.500229059061307,0.017241379310344827,0.0,0.0,sick,lr,29,no_cleaning
566,0.5074907461523476,0.500229059061307,0.017241379310344827,0.09717314487632508,0.045936395759717315,sick,lr,29,random_deletion
566,,,,,,sick,lr,29,global_top_loss
566,0.8611240989674653,0.661078616723778,0.8793103448275862,0.2067137809187279,0.0017667844522968198,sick,lr,29,class_proportional
309,0.7126923826222482,0.7735236120942461,0.43103448275862066,1.0,0.0,sick,lr,29,oracle_deletion
566,0.8611240989674653,0.661078616723778,0.8793103448275862,0.2067137809187279,0.0017667844522968198,sick,lr,29,crcc_p_l0
566,0.8611240989674653,0.661078616723778,0.8793103448275862,0.2067137809187279,0.0017667844522968198,sick,lr,29,crcc_p_l025
566,0.8611240989674653,0.661078616723778,0.8793103448275862,0.2067137809187279,0.0017667844522968198,sick,lr,29,crcc_p_l05
566,0.8611240989674653,0.661078616723778,0.8793103448275862,0.2067137809187279,0.0017667844522968198,sick,lr,29,crcc_p_l10
566,0.8656438729787648,0.6705801944106926,0.8793103448275862,0.13780918727915195,0.0,sick,lr,29,crcc_m
0,0.5069257744009351,0.49968166383701185,0.017241379310344827,0.0,0.0,sick,lr,47,no_cleaning
566,0.5069257744009351,0.49968166383701185,0.017241379310344827,0.09540636042402827,0.04240282685512368,sick,lr,47,random_deletion
566,,,,,,sick,lr,47,global_top_loss
566,0.8629456458211573,0.7153121603671054,0.8275862068965517,0.21908127208480566,0.0017667844522968198,sick,lr,47,class_proportional
315,0.7310637054354179,0.7973632318737991,0.46551724137931033,1.0,0.0,sick,lr,47,oracle_deletion
566,0.8629456458211573,0.7153121603671054,0.8275862068965517,0.21908127208480566,0.0017667844522968198,sick,lr,47,crcc_p_l0
566,0.8629456458211573,0.7153121603671054,0.8275862068965517,0.21908127208480566,0.0017667844522968198,sick,lr,47,crcc_p_l025
566,0.8629456458211573,0.7153121603671054,0.8275862068965517,0.21908127208480566,0.0017667844522968198,sick,lr,47,crcc_p_l05
